;base[GOLD];base[Correto];base[#respostas];base[Recall per question];base[Precision per question];base[F1 score per question];slm1[10][GOLD];slm1[10][Correto];slm1[10][#respostas];slm1[10][Recall per question];slm1[10][Precision per question];slm1[10][F1 score per question];slm1[30][GOLD];slm1[30][Correto];slm1[30][#respostas];slm1[30][Recall per question];slm1[30][Precision per question];slm1[30][F1 score per question];slm1[50][GOLD];slm1[50][Correto];slm1[50][#respostas];slm1[50][Recall per question];slm1[50][Precision per question];slm1[50][F1 score per question];slm1[75][GOLD];slm1[75][Correto];slm1[75][#respostas];slm1[75][Recall per question];slm1[75][Precision per question];slm1[75][F1 score per question];slm1[100][GOLD];slm1[100][Correto];slm1[100][#respostas];slm1[100][Recall per question];slm1[100][Precision per question];slm1[100][F1 score per question];slm1[150][GOLD];slm1[150][Correto];slm1[150][#respostas];slm1[150][Recall per question];slm1[150][Precision per question];slm1[150][F1 score per question];slm1[200][GOLD];slm1[200][Correto];slm1[200][#respostas];slm1[200][Recall per question];slm1[200][Precision per question];slm1[200][F1 score per question];slm1[300][GOLD];slm1[300][Correto];slm1[300][#respostas];slm1[300][Recall per question];slm1[300][Precision per question];slm1[300][F1 score per question];slm1[400][GOLD];slm1[400][Correto];slm1[400][#respostas];slm1[400][Recall per question];slm1[400][Precision per question];slm1[400][F1 score per question];slm1[500][GOLD];slm1[500][Correto];slm1[500][#respostas];slm1[500][Recall per question];slm1[500][Precision per question];slm1[500][F1 score per question];slm1n[10][GOLD];slm1n[10][Correto];slm1n[10][#respostas];slm1n[10][Recall per question];slm1n[10][Precision per question];slm1n[10][F1 score per question];slm1n[30][GOLD];slm1n[30][Correto];slm1n[30][#respostas];slm1n[30][Recall per question];slm1n[30][Precision per question];slm1n[30][F1 score per question];slm1n[50][GOLD];slm1n[50][Correto];slm1n[50][#respostas];slm1n[50][Recall per question];slm1n[50][Precision per question];slm1n[50][F1 score per question];slm1n[75][GOLD];slm1n[75][Correto];slm1n[75][#respostas];slm1n[75][Recall per question];slm1n[75][Precision per question];slm1n[75][F1 score per question];slm1n[100][GOLD];slm1n[100][Correto];slm1n[100][#respostas];slm1n[100][Recall per question];slm1n[100][Precision per question];slm1n[100][F1 score per question];slm1n[150][GOLD];slm1n[150][Correto];slm1n[150][#respostas];slm1n[150][Recall per question];slm1n[150][Precision per question];slm1n[150][F1 score per question];slm1n[200][GOLD];slm1n[200][Correto];slm1n[200][#respostas];slm1n[200][Recall per question];slm1n[200][Precision per question];slm1n[200][F1 score per question];slm1n[300][GOLD];slm1n[300][Correto];slm1n[300][#respostas];slm1n[300][Recall per question];slm1n[300][Precision per question];slm1n[300][F1 score per question];slm1n[400][GOLD];slm1n[400][Correto];slm1n[400][#respostas];slm1n[400][Recall per question];slm1n[400][Precision per question];slm1n[400][F1 score per question];slm1n[500][GOLD];slm1n[500][Correto];slm1n[500][#respostas];slm1n[500][Recall per question];slm1n[500][Precision per question];slm1n[500][F1 score per question]
Quem foi casada com o presidente Chirac?;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000
De que morreu Bruce Carver?;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000
Quem pintou Tormenta no Mar da Galileia?;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000
Em quais cidades o rio Weser passa?;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000
Quantas cadeiras tem o estádio do FC Porto?;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000
Com quem a filha de Robert Kennedy se casou?;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000
Que livros de Kerouac foram publicados pela Viking Press?;2,00000000;1,00000000;4,00000000;0,50000000;0,25000000;0,33333333;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;1,00000000;2,00000000;0,50000000;0,50000000;0,50000000;2,00000000;1,00000000;4,00000000;0,50000000;0,25000000;0,33333333;2,00000000;1,00000000;4,00000000;0,50000000;0,25000000;0,33333333;2,00000000;1,00000000;4,00000000;0,50000000;0,25000000;0,33333333;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;1,00000000;2,00000000;0,50000000;0,50000000;0,50000000;2,00000000;1,00000000;4,00000000;0,50000000;0,25000000;0,33333333;2,00000000;1,00000000;4,00000000;0,50000000;0,25000000;0,33333333;2,00000000;1,00000000;4,00000000;0,50000000;0,25000000;0,33333333
Qual a altura de Amazon Eve?;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000
Em que museu está exposto O Grito de Munch?;2,00000000;2,00000000;2,00000000;1,00000000;1,00000000;1,00000000;2,00000000;2,00000000;2,00000000;1,00000000;1,00000000;1,00000000;2,00000000;2,00000000;2,00000000;1,00000000;1,00000000;1,00000000;2,00000000;2,00000000;2,00000000;1,00000000;1,00000000;1,00000000;2,00000000;2,00000000;2,00000000;1,00000000;1,00000000;1,00000000;2,00000000;2,00000000;2,00000000;1,00000000;1,00000000;1,00000000;2,00000000;2,00000000;2,00000000;1,00000000;1,00000000;1,00000000;2,00000000;2,00000000;2,00000000;1,00000000;1,00000000;1,00000000;2,00000000;2,00000000;2,00000000;1,00000000;1,00000000;1,00000000;2,00000000;2,00000000;2,00000000;1,00000000;1,00000000;1,00000000;2,00000000;2,00000000;2,00000000;1,00000000;1,00000000;1,00000000;2,00000000;2,00000000;2,00000000;1,00000000;1,00000000;1,00000000;2,00000000;2,00000000;2,00000000;1,00000000;1,00000000;1,00000000;2,00000000;2,00000000;2,00000000;1,00000000;1,00000000;1,00000000;2,00000000;2,00000000;2,00000000;1,00000000;1,00000000;1,00000000;2,00000000;2,00000000;2,00000000;1,00000000;1,00000000;1,00000000;2,00000000;2,00000000;2,00000000;1,00000000;1,00000000;1,00000000;2,00000000;2,00000000;2,00000000;1,00000000;1,00000000;1,00000000;2,00000000;2,00000000;2,00000000;1,00000000;1,00000000;1,00000000;2,00000000;2,00000000;2,00000000;1,00000000;1,00000000;1,00000000;2,00000000;2,00000000;2,00000000;1,00000000;1,00000000;1,00000000
Quem escreveu o livro Os Pilares da Terra?;1,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000
James Bond é casado?;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000
Quem descobriu Ceres?;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000
Que rio a Ponte do Brooklyn cruza?;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000
Quem foi chamado de Frank The Tank?;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000
Qual é o maior país do mundo?;2,00000000;0,00000000;25,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000
Quem é o prefeito de Paris?;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000;1,00000000
